FeedbackID,VisitID,FacilityID,FacilityName,SubmissionDate,FeedbackComments
747,5935,1,Mercy General,2022-09-15,Friendly nurses throughout my stay
748,4761,2,Pacific Medical,2022-07-21,"Parking available, wait was acceptable"
749,37270,5,Marina Clinic,2025-06-09,"Decent experience, wait a bit long"
750,1621,1,Mercy General,2022-03-12,Parking was available and the care was great
751,9664,7,Emerald Urgent Care,2023-01-30,Parking was limited but wait was short
752,29921,1,Mercy General,2024-11-29,"Wait was manageable, friendly team"
753,16460,2,Pacific Medical,2023-10-20,"Parking nearby, warm and friendly team"
754,15482,1,Mercy General,2023-09-08,Staff was friendly and professional
755,12663,3,Cascade Urgent Care,2023-05-20,"Friendly front desk, minimal wait time"
756,15011,6,Sacramento Valley Hospital,2023-08-23,"Decent experience, wait a bit long"
757,6344,4,Cascade Specialty Center,2022-10-02,"Quick service, very friendly nursing staff"
758,25619,1,Mercy General,2024-07-18,"Wait was typical, staff was okay"
759,43068,2,Pacific Medical,2025-11-27,Friendly nurses throughout my stay
760,26197,2,Pacific Medical,2024-08-03,"Very friendly doctors, would recommend"
761,16934,5,Marina Clinic,2023-11-04,"Friendly front desk, minimal wait time"
762,24952,2,Pacific Medical,2024-07-02,"Parking available, wait was acceptable"
763,13745,2,Pacific Medical,2023-07-01,"Great care, friendly staff and easy parking"
764,7701,1,Mercy General,2022-11-30,"Staff professional, some wait time"
765,41442,2,Pacific Medical,2025-10-16,"Friendly nurses, wait could be shorter"
766,10638,5,Marina Clinic,2023-03-08,"Friendly nurses, wait could be shorter"
767,762,2,Pacific Medical,2022-02-02,"Wait time was excessive, not satisfied"
768,41092,7,Emerald Urgent Care,2025-10-05,"Wait was reasonable, parking was fine"
769,23584,2,Pacific Medical,2024-05-19,"Friendly front desk, minimal wait time"
770,17630,1,Mercy General,2023-11-26,"Friendly nurses, wait could be shorter"
771,40265,5,Marina Clinic,2025-09-12,"Wait was reasonable, parking was fine"
772,18030,1,Mercy General,2023-12-06,Parking took a while but staff friendly
773,14889,3,Cascade Urgent Care,2023-08-17,"Wait was manageable, friendly team"
774,31585,2,Pacific Medical,2025-01-01,"Parking near entrance, wait was average"
775,27192,4,Cascade Specialty Center,2024-09-08,"Quick service, very friendly nursing staff"
776,40425,2,Pacific Medical,2025-09-15,Friendly staff but parking was difficult
777,3567,1,Mercy General,2022-06-01,"Average visit, parking was fine"
778,4702,1,Mercy General,2022-07-20,"Friendly and fast, excellent experience"
779,2942,4,Cascade Specialty Center,2022-05-04,The team was friendly and attentive
780,43979,3,Cascade Urgent Care,2025-12-13,"Good care overall, parking could improve"
781,17749,4,Cascade Specialty Center,2023-11-28,Parking was limited but wait was short
782,2304,2,Pacific Medical,2022-04-14,"Wait was typical, staff was okay"
783,19180,2,Pacific Medical,2024-01-05,"Friendly nurses, wait could be shorter"
784,7348,3,Cascade Urgent Care,2022-11-17,"Friendly doctor, clean and welcoming facility"
785,8633,5,Marina Clinic,2022-12-25,"Friendly front desk, minimal wait time"
786,33003,1,Mercy General,2025-02-05,"Good experience, moderate wait time"
787,12745,1,Mercy General,2023-05-26,Wait was short and staff very friendly
788,28690,2,Pacific Medical,2024-10-25,"Average visit, parking was fine"
789,32029,2,Pacific Medical,2025-01-09,"Wait was manageable, friendly team"
790,21738,1,Mercy General,2024-03-17,"Parking available, wait was acceptable"
791,18681,3,Cascade Urgent Care,2023-12-24,"Friendly doctor, clean and welcoming facility"
792,13307,1,Mercy General,2023-06-17,"Very long wait, staff not very friendly"
793,27383,6,Sacramento Valley Hospital,2024-09-17,"Friendly and fast, excellent experience"
794,37630,2,Pacific Medical,2025-06-22,"Friendly nurses, wait could be shorter"
795,20286,1,Mercy General,2024-02-06,"Very friendly doctors, would recommend"
796,38512,8,Spokane Specialty Center,2025-07-13,Parking was easy and the staff was friendly
797,18071,2,Pacific Medical,2023-12-05,Parking took a while but staff friendly
798,32123,4,Cascade Specialty Center,2025-01-14,"No wait at all, extremely friendly service"
799,40740,5,Marina Clinic,2025-09-23,Friendly staff but parking was difficult
800,7961,1,Mercy General,2022-12-07,The team was friendly and attentive
801,23086,1,Mercy General,2024-04-29,"Parking difficult, wait longer than expected"
802,29232,2,Pacific Medical,2024-11-08,"Good care overall, parking could improve"
803,15051,4,Cascade Specialty Center,2023-08-27,"Wait was typical, staff was okay"
804,17581,7,Emerald Urgent Care,2023-11-20,"Parking nearby, warm and friendly team"
805,5484,6,Sacramento Valley Hospital,2022-08-24,"Staff professional, some wait time"
806,15289,1,Mercy General,2023-09-01,Friendly staff but parking was difficult
807,19367,1,Mercy General,2024-01-11,"Great care, friendly staff and easy parking"
808,8650,3,Cascade Urgent Care,2022-12-23,"Parking available, wait was acceptable"
809,38396,2,Pacific Medical,2025-07-10,"Good care overall, parking could improve"
810,7917,1,Mercy General,2022-12-07,"Wait was brief, friendly professional staff"
811,35682,3,Cascade Urgent Care,2025-04-22,"Quick service, very friendly nursing staff"
812,16339,2,Pacific Medical,2023-10-11,"Decent experience, wait a bit long"
813,3862,7,Emerald Urgent Care,2022-06-17,Wait was short and staff very friendly
814,6190,2,Pacific Medical,2022-09-27,"Parking available, wait was acceptable"
815,3277,2,Pacific Medical,2022-05-23,Friendly staff but parking was difficult
816,41192,1,Mercy General,2025-10-08,"Wait was brief, friendly professional staff"
817,42344,2,Pacific Medical,2025-11-04,"No wait at all, extremely friendly service"
818,27830,1,Mercy General,2024-09-28,"Friendly nurses, wait could be shorter"
819,16290,1,Mercy General,2023-10-14,"Parking available, wait was acceptable"
820,19413,5,Marina Clinic,2024-01-06,"Very friendly doctors, would recommend"
821,12138,1,Mercy General,2023-05-06,"Average visit, parking was fine"
822,22633,5,Marina Clinic,2024-04-19,Parking took a while but staff friendly
823,43349,2,Pacific Medical,2025-12-03,Friendly staff but parking was difficult
824,43266,2,Pacific Medical,2025-12-01,"Great care, friendly staff and easy parking"
825,43817,3,Cascade Urgent Care,2025-12-12,Parking was available and the care was great
826,37311,7,Emerald Urgent Care,2025-06-10,"Parking was close, very friendly staff"
827,34234,1,Mercy General,2025-03-15,"Quick service, very friendly nursing staff"
828,12691,7,Emerald Urgent Care,2023-05-25,Friendly staff but parking was difficult
829,38435,1,Mercy General,2025-07-15,The team was friendly and attentive
830,39932,3,Cascade Urgent Care,2025-09-01,"Friendly and fast, excellent experience"
831,28565,2,Pacific Medical,2024-10-20,"Great care, friendly staff and easy parking"
832,41480,7,Emerald Urgent Care,2025-10-16,"Parking available, wait was acceptable"
833,24917,1,Mercy General,2024-06-26,"Decent experience, wait a bit long"
834,19167,6,Sacramento Valley Hospital,2024-01-01,"Friendly front desk, minimal wait time"
835,20689,6,Sacramento Valley Hospital,2024-02-13,"Decent experience, wait a bit long"
836,39361,2,Pacific Medical,2025-08-14,Parking was limited but wait was short
837,18106,5,Marina Clinic,2023-12-10,"Very friendly doctors, would recommend"
838,9480,6,Sacramento Valley Hospital,2023-01-23,"Good care overall, parking could improve"
839,17192,2,Pacific Medical,2023-11-15,"Friendly and fast, excellent experience"
840,2502,2,Pacific Medical,2022-04-19,"Staff professional, some wait time"
841,43149,1,Mercy General,2025-12-01,Parking was available and the care was great
842,27737,1,Mercy General,2024-09-25,"Staff professional, some wait time"
843,12310,3,Cascade Urgent Care,2023-05-10,Friendly staff made the visit very comfortable
844,40912,3,Cascade Urgent Care,2025-09-28,"Friendly front desk, minimal wait time"
845,4390,2,Pacific Medical,2022-07-09,"Wait was manageable, friendly team"
846,552,2,Pacific Medical,2022-01-29,"Very long wait, staff not very friendly"
847,39809,6,Sacramento Valley Hospital,2025-08-23,"No wait at all, extremely friendly service"
848,15308,6,Sacramento Valley Hospital,2023-09-02,Parking was limited but wait was short
849,25689,1,Mercy General,2024-07-23,Parking was available and the care was great
850,15040,1,Mercy General,2023-08-23,"Parking near entrance, wait was average"
851,31313,1,Mercy General,2024-12-25,Friendly staff but parking was difficult
852,27591,3,Cascade Urgent Care,2024-09-18,Parking was available and the care was great
853,23265,6,Sacramento Valley Hospital,2024-05-10,"Parking available, wait was acceptable"
854,21633,1,Mercy General,2024-03-16,"Wait was reasonable, parking was fine"
855,25899,3,Cascade Urgent Care,2024-07-29,Parking was available and the care was great
856,3532,1,Mercy General,2022-05-29,"Parking available, wait was acceptable"
857,29170,1,Mercy General,2024-11-08,"Decent experience, wait a bit long"
858,18236,1,Mercy General,2023-12-08,"Decent experience, wait a bit long"
859,7768,1,Mercy General,2022-12-01,"Parking nearby, warm and friendly team"
860,30461,2,Pacific Medical,2024-12-09,Staff was friendly and professional
861,39955,5,Marina Clinic,2025-09-02,The team was friendly and attentive
862,31768,1,Mercy General,2025-01-03,"Staff professional, some wait time"
863,14588,6,Sacramento Valley Hospital,2023-08-07,"Staff professional, some wait time"
864,20358,4,Cascade Specialty Center,2024-02-03,"Quick service, very friendly nursing staff"
865,26228,1,Mercy General,2024-08-04,"Friendly front desk, minimal wait time"
866,22106,1,Mercy General,2024-04-03,"Parking available, wait was acceptable"
867,11360,2,Pacific Medical,2023-04-06,Parking took a while but staff friendly
868,19811,1,Mercy General,2024-01-21,Parking was limited but wait was short
869,15914,1,Mercy General,2023-10-01,"Average visit, parking was fine"
870,42731,2,Pacific Medical,2025-11-14,"Very friendly doctors, would recommend"
871,2213,4,Cascade Specialty Center,2022-04-07,Friendly nurses throughout my stay
872,8202,1,Mercy General,2022-12-11,"Friendly care team, parking was convenient"
873,14611,1,Mercy General,2023-08-05,Staff was friendly and professional
874,15121,4,Cascade Specialty Center,2023-08-25,"Parking near entrance, wait was average"
875,2747,3,Cascade Urgent Care,2022-04-28,Friendly nurses throughout my stay
876,28216,1,Mercy General,2024-10-09,"Very friendly doctors, would recommend"
877,39130,4,Cascade Specialty Center,2025-08-03,Parking was easy and the staff was friendly
878,41581,1,Mercy General,2025-10-19,The team was friendly and attentive
879,42525,5,Marina Clinic,2025-11-13,"Wait was typical, staff was okay"
880,34436,3,Cascade Urgent Care,2025-03-24,Parking was easy and the staff was friendly
881,44536,1,Mercy General,2025-12-28,Parking was limited but wait was short
882,41944,5,Marina Clinic,2025-10-30,Parking was available and the care was great
883,6209,3,Cascade Urgent Care,2022-09-29,"Staff professional, some wait time"
884,13038,6,Sacramento Valley Hospital,2023-06-02,"Wait was brief, friendly professional staff"
885,32722,1,Mercy General,2025-01-27,"Wait was manageable, friendly team"
886,11921,1,Mercy General,2023-04-27,"Quick service, very friendly nursing staff"
887,39221,1,Mercy General,2025-08-06,"Parking far away, wait over an hour"
888,13392,5,Marina Clinic,2023-06-17,"Friendly care team, parking was convenient"
889,23859,2,Pacific Medical,2024-05-26,Parking was easy and the staff was friendly
890,34753,6,Sacramento Valley Hospital,2025-03-29,"Friendly care team, parking was convenient"
891,3048,2,Pacific Medical,2022-05-13,Parking was difficult to find
892,42167,2,Pacific Medical,2025-11-03,Friendly nurses throughout my stay
893,635,8,Spokane Specialty Center,2022-01-29,"Friendly doctor, clean and welcoming facility"
894,27200,4,Cascade Specialty Center,2024-09-09,Parking was easy and the staff was friendly
895,6573,4,Cascade Specialty Center,2022-10-11,"Very friendly doctors, would recommend"
896,40229,1,Mercy General,2025-09-06,Parking was limited but wait was short
897,36516,4,Cascade Specialty Center,2025-05-14,"Friendly front desk, minimal wait time"
898,21400,1,Mercy General,2024-03-07,Parking was available and the care was great
899,6969,1,Mercy General,2022-10-30,Friendly staff made the visit very comfortable
900,31687,2,Pacific Medical,2024-12-29,"Parking near entrance, wait was average"
901,1819,2,Pacific Medical,2022-03-19,"Decent experience, wait a bit long"
902,14318,6,Sacramento Valley Hospital,2023-07-24,"Friendly care team, parking was convenient"
903,36186,6,Sacramento Valley Hospital,2025-05-09,Friendly staff made the visit very comfortable
904,39435,1,Mercy General,2025-08-13,Parking took a while but staff friendly
905,12519,1,Mercy General,2023-05-16,"Parking near entrance, wait was average"
906,22837,1,Mercy General,2024-04-21,"Parking nearby, warm and friendly team"
907,25577,1,Mercy General,2024-07-19,Parking was limited but wait was short
908,2900,4,Cascade Specialty Center,2022-05-06,"Friendly and fast, excellent experience"
909,21995,1,Mercy General,2024-03-30,"Parking was close, very friendly staff"
910,21848,3,Cascade Urgent Care,2024-03-26,Friendly nurses throughout my stay
911,824,6,Sacramento Valley Hospital,2022-02-02,"Decent experience, wait a bit long"
912,14098,3,Cascade Urgent Care,2023-07-17,Staff was friendly and professional
913,27186,3,Cascade Urgent Care,2024-09-07,"Friendly care team, parking was convenient"
914,22090,3,Cascade Urgent Care,2024-04-01,Parking was available and the care was great
915,21884,5,Marina Clinic,2024-03-28,"Parking near entrance, wait was average"
916,6556,2,Pacific Medical,2022-10-12,Friendly staff but parking was difficult
917,4043,4,Cascade Specialty Center,2022-06-23,"No wait at all, extremely friendly service"
918,37379,3,Cascade Urgent Care,2025-06-11,"Quick service, very friendly nursing staff"
919,17154,2,Pacific Medical,2023-11-13,"Good care overall, parking could improve"
920,9933,1,Mercy General,2023-02-10,"Wait was reasonable, parking was fine"
921,31429,1,Mercy General,2024-12-30,"Quick service, very friendly nursing staff"
922,15158,2,Pacific Medical,2023-08-26,"Decent experience, wait a bit long"
923,16346,2,Pacific Medical,2023-10-11,Parking was limited but wait was short
924,10960,2,Pacific Medical,2023-03-18,"Decent experience, wait a bit long"
925,7581,2,Pacific Medical,2022-11-20,"Average visit, parking was fine"
926,32365,6,Sacramento Valley Hospital,2025-01-20,Parking was terrible and wait was unacceptable
927,42700,2,Pacific Medical,2025-11-13,"Decent experience, wait a bit long"
928,4798,1,Mercy General,2022-07-26,"Very friendly doctors, would recommend"
929,40635,2,Pacific Medical,2025-09-22,"Parking was close, very friendly staff"
930,18967,1,Mercy General,2023-12-29,"Friendly doctor, clean and welcoming facility"
931,23555,4,Cascade Specialty Center,2024-05-18,The team was friendly and attentive
932,26079,2,Pacific Medical,2024-07-31,Long wait but friendly staff
933,21042,2,Pacific Medical,2024-02-28,"Wait was brief, friendly professional staff"
934,35359,1,Mercy General,2025-04-16,"Wait was manageable, friendly team"
935,38576,1,Mercy General,2025-07-21,"Quick service, very friendly nursing staff"
936,34927,6,Sacramento Valley Hospital,2025-04-01,"Parking available, wait was acceptable"
937,17691,5,Marina Clinic,2023-11-27,Friendly nurses throughout my stay
938,31282,1,Mercy General,2024-12-26,"Wait was reasonable, parking was fine"
939,2629,3,Cascade Urgent Care,2022-04-24,"Great care, friendly staff and easy parking"
940,10847,5,Marina Clinic,2023-03-16,Parking was available and the care was great
941,11279,6,Sacramento Valley Hospital,2023-03-30,Friendly staff but parking was difficult
942,37531,1,Mercy General,2025-06-14,"Wait was manageable, friendly team"
943,15234,1,Mercy General,2023-08-31,"Average visit, parking was fine"
944,34820,1,Mercy General,2025-03-30,"Decent experience, wait a bit long"
945,41614,1,Mercy General,2025-10-21,Parking was available and the care was great
946,8617,1,Mercy General,2022-12-22,"Good care overall, parking could improve"
947,15803,1,Mercy General,2023-09-25,"Very friendly doctors, would recommend"
948,30329,3,Cascade Urgent Care,2024-12-06,"Friendly care team, parking was convenient"
949,13122,6,Sacramento Valley Hospital,2023-06-10,"Friendly nurses, wait could be shorter"
950,27867,4,Cascade Specialty Center,2024-09-30,"No wait at all, extremely friendly service"
951,22640,3,Cascade Urgent Care,2024-04-15,"Parking difficult, wait longer than expected"
952,14385,1,Mercy General,2023-07-25,"Good experience, moderate wait time"
953,36169,2,Pacific Medical,2025-05-06,"Staff professional, some wait time"
954,34390,1,Mercy General,2025-03-19,"Staff professional, some wait time"
955,13144,6,Sacramento Valley Hospital,2023-06-07,"Decent experience, wait a bit long"
956,17771,1,Mercy General,2023-12-01,"Decent experience, wait a bit long"
957,37930,1,Mercy General,2025-07-02,Friendly staff made the visit very comfortable
958,5427,1,Mercy General,2022-08-24,"Parking far away, wait over an hour"
959,23055,4,Cascade Specialty Center,2024-05-01,Wait was short and staff very friendly
960,27695,6,Sacramento Valley Hospital,2024-09-26,"Good experience, moderate wait time"
961,44577,2,Pacific Medical,2025-12-28,"Wait was reasonable, parking was fine"
962,25829,2,Pacific Medical,2024-07-22,Friendly staff but parking was difficult
963,44134,6,Sacramento Valley Hospital,2025-12-18,Parking was limited but wait was short
964,31887,1,Mercy General,2025-01-07,"Parking available, wait was acceptable"
965,43178,2,Pacific Medical,2025-11-26,The team was friendly and attentive
966,15923,3,Cascade Urgent Care,2023-09-28,"Good care overall, parking could improve"
967,27850,2,Pacific Medical,2024-09-30,Parking was limited but wait was short
968,30370,6,Sacramento Valley Hospital,2024-12-11,The team was friendly and attentive
969,6587,3,Cascade Urgent Care,2022-10-17,The team was friendly and attentive
970,22435,2,Pacific Medical,2024-04-09,"Good experience, moderate wait time"
971,14525,7,Emerald Urgent Care,2023-08-04,"Parking nearby, warm and friendly team"
972,43978,2,Pacific Medical,2025-12-13,"Friendly care team, parking was convenient"
973,39590,6,Sacramento Valley Hospital,2025-08-16,Friendly staff but parking was difficult
974,20981,1,Mercy General,2024-02-26,"Quick service, very friendly nursing staff"
975,27844,2,Pacific Medical,2024-09-29,"Good experience, moderate wait time"
976,36025,1,Mercy General,2025-05-04,"Average visit, parking was fine"
977,40375,5,Marina Clinic,2025-09-16,Friendly staff made the visit very comfortable
978,37492,2,Pacific Medical,2025-06-13,"Wait was reasonable, parking was fine"
979,21663,3,Cascade Urgent Care,2024-03-17,The team was friendly and attentive
980,25204,3,Cascade Urgent Care,2024-07-06,"Parking available, wait was acceptable"
981,19910,4,Cascade Specialty Center,2024-01-24,Staff was friendly and professional
982,2554,1,Mercy General,2022-04-24,"Parking available, wait was acceptable"
983,4318,5,Marina Clinic,2022-07-03,"Wait was brief, friendly professional staff"
984,39824,1,Mercy General,2025-08-24,"Parking available, wait was acceptable"
985,272,3,Cascade Urgent Care,2022-01-15,"Quick service, very friendly nursing staff"
986,30497,1,Mercy General,2024-12-09,"Friendly front desk, minimal wait time"
987,22990,6,Sacramento Valley Hospital,2024-05-01,"Friendly doctor, clean and welcoming facility"
988,41657,2,Pacific Medical,2025-10-20,"Very friendly doctors, would recommend"
989,15469,1,Mercy General,2023-09-08,Staff was friendly and professional
990,12608,2,Pacific Medical,2023-05-17,The team was friendly and attentive
991,11340,1,Mercy General,2023-03-31,"Friendly and fast, excellent experience"
992,3218,1,Mercy General,2022-05-20,"Average visit, parking was fine"
993,27864,7,Emerald Urgent Care,2024-09-26,"No wait at all, extremely friendly service"
994,12491,2,Pacific Medical,2023-05-15,"Parking near entrance, wait was average"
995,39780,8,Spokane Specialty Center,2025-08-28,"Good care overall, parking could improve"
996,36016,2,Pacific Medical,2025-05-07,"Wait was manageable, friendly team"
997,9528,4,Cascade Specialty Center,2023-01-27,"Quick service, very friendly nursing staff"
998,30884,2,Pacific Medical,2024-12-14,"Wait was manageable, friendly team"
999,42079,2,Pacific Medical,2025-10-30,Parking took a while but staff friendly
1000,38498,4,Cascade Specialty Center,2025-07-17,"Friendly front desk, minimal wait time"
1001,43408,4,Cascade Specialty Center,2025-12-07,"Quick service, very friendly nursing staff"
1002,4839,2,Pacific Medical,2022-07-28,"Very friendly doctors, would recommend"
1003,6108,1,Mercy General,2022-09-25,"Parking near entrance, wait was average"
1004,15768,2,Pacific Medical,2023-09-25,"Wait was reasonable, parking was fine"
1005,8285,1,Mercy General,2022-12-16,"Friendly front desk, minimal wait time"
1006,32041,7,Emerald Urgent Care,2025-01-11,Friendly staff but parking was difficult
1007,20769,2,Pacific Medical,2024-02-17,"Very friendly doctors, would recommend"
1008,25693,4,Cascade Specialty Center,2024-07-20,Friendly staff made the visit very comfortable
1009,9560,1,Mercy General,2023-01-25,"Parking difficult, wait longer than expected"
1010,43619,1,Mercy General,2025-12-06,Parking was easy and the staff was friendly
1011,3176,6,Sacramento Valley Hospital,2022-05-16,"Wait was typical, staff was okay"
1012,4858,2,Pacific Medical,2022-07-28,"Very long wait, staff not very friendly"
1013,55,1,Mercy General,2022-01-10,"Average visit, parking was fine"
1014,24519,2,Pacific Medical,2024-06-16,"Parking available, wait was acceptable"
1015,4374,6,Sacramento Valley Hospital,2022-07-04,"Not enough parking, had to wait a long time"
1016,30077,3,Cascade Urgent Care,2024-12-01,The team was friendly and attentive
1017,25578,1,Mercy General,2024-07-18,"Wait was reasonable, parking was fine"
1018,38061,3,Cascade Urgent Care,2025-06-29,"Friendly nurses, wait could be shorter"
1019,43599,2,Pacific Medical,2025-12-10,Parking was limited but wait was short
1020,29200,1,Mercy General,2024-11-09,"Wait was brief, friendly professional staff"
1021,15579,1,Mercy General,2023-09-12,"Good experience, moderate wait time"
1022,10023,8,Spokane Specialty Center,2023-02-09,Friendly nurses throughout my stay
1023,22721,2,Pacific Medical,2024-04-19,"Decent experience, wait a bit long"
1024,18095,3,Cascade Urgent Care,2023-12-11,Parking was available and the care was great
1025,39216,7,Emerald Urgent Care,2025-08-06,The team was friendly and attentive
1026,11797,6,Sacramento Valley Hospital,2023-04-24,"Parking available, wait was acceptable"
1027,34446,4,Cascade Specialty Center,2025-03-20,The team was friendly and attentive
1028,37809,5,Marina Clinic,2025-06-23,Parking took a while but staff friendly
1029,44399,1,Mercy General,2025-12-25,"Good care overall, parking could improve"
1030,44552,2,Pacific Medical,2025-12-25,"Staff professional, some wait time"
1031,22110,5,Marina Clinic,2024-04-02,"No wait at all, extremely friendly service"
1032,27578,1,Mercy General,2024-09-19,"Wait was typical, staff was okay"
1033,21128,2,Pacific Medical,2024-03-04,"Parking nearby, warm and friendly team"
1034,28334,2,Pacific Medical,2024-10-12,"Good experience, moderate wait time"
1035,2433,1,Mercy General,2022-04-19,"Staff professional, some wait time"
1036,4837,1,Mercy General,2022-07-25,Friendly staff but parking was difficult
1037,42458,6,Sacramento Valley Hospital,2025-11-10,"Friendly care team, parking was convenient"
1038,34123,8,Spokane Specialty Center,2025-03-09,Parking took a while but staff friendly
1039,22740,6,Sacramento Valley Hospital,2024-04-18,"No wait at all, extremely friendly service"
1040,5539,4,Cascade Specialty Center,2022-08-30,Wait was short and staff very friendly
1041,32902,2,Pacific Medical,2025-02-05,"Friendly and fast, excellent experience"
1042,6545,1,Mercy General,2022-10-14,"Average visit, parking was fine"
1043,13854,2,Pacific Medical,2023-07-04,"Average visit, parking was fine"
1044,41953,1,Mercy General,2025-10-26,"Average visit, parking was fine"
1045,16982,2,Pacific Medical,2023-11-06,Friendly nurses throughout my stay
1046,39373,4,Cascade Specialty Center,2025-08-09,Friendly staff made the visit very comfortable
1047,4205,2,Pacific Medical,2022-06-26,"Parking near entrance, wait was average"
1048,9771,1,Mercy General,2023-02-02,"Friendly care team, parking was convenient"
1049,2782,1,Mercy General,2022-04-29,"Good experience, moderate wait time"
1050,27582,1,Mercy General,2024-09-22,"Quick service, very friendly nursing staff"
1051,25881,2,Pacific Medical,2024-07-23,Parking was available and the care was great
1052,6031,2,Pacific Medical,2022-09-19,Parking was terrible and wait was unacceptable
1053,17623,3,Cascade Urgent Care,2023-11-28,"Great care, friendly staff and easy parking"
1054,21034,4,Cascade Specialty Center,2024-02-26,"Friendly front desk, minimal wait time"
1055,6207,1,Mercy General,2022-09-30,"Parking available, wait was acceptable"
1056,35419,4,Cascade Specialty Center,2025-04-18,"Decent experience, wait a bit long"
1057,23965,6,Sacramento Valley Hospital,2024-05-31,Friendly staff made the visit very comfortable
1058,8003,1,Mercy General,2022-12-05,"Quick service, very friendly nursing staff"
1059,39429,1,Mercy General,2025-08-11,"Decent experience, wait a bit long"
1060,32641,2,Pacific Medical,2025-01-25,"Friendly front desk, minimal wait time"
1061,6147,1,Mercy General,2022-09-25,"Great care, friendly staff and easy parking"
1062,2937,4,Cascade Specialty Center,2022-05-07,"Wait was brief, friendly professional staff"
1063,16062,2,Pacific Medical,2023-10-01,"Friendly and fast, excellent experience"
1064,18948,1,Mercy General,2023-12-28,"Wait was typical, staff was okay"
1065,41433,5,Marina Clinic,2025-10-11,Parking was limited but wait was short
1066,25856,1,Mercy General,2024-07-26,"Wait was manageable, friendly team"
1067,4044,6,Sacramento Valley Hospital,2022-06-19,"Very friendly doctors, would recommend"
1068,33189,1,Mercy General,2025-02-15,"No wait at all, extremely friendly service"
1069,34394,3,Cascade Urgent Care,2025-03-20,Friendly staff made the visit very comfortable
1070,8608,2,Pacific Medical,2022-12-26,"Good care overall, parking could improve"
1071,8559,1,Mercy General,2022-12-21,"Friendly front desk, minimal wait time"
1072,9686,5,Marina Clinic,2023-02-02,"Friendly care team, parking was convenient"
1073,18790,1,Mercy General,2023-12-26,"Friendly care team, parking was convenient"
1074,570,1,Mercy General,2022-01-29,Parking took a while but staff friendly
1075,25311,2,Pacific Medical,2024-07-12,"Good experience, moderate wait time"
1076,36430,2,Pacific Medical,2025-05-16,"Friendly nurses, wait could be shorter"
1077,40678,1,Mercy General,2025-09-24,"Quick service, very friendly nursing staff"
1078,15248,2,Pacific Medical,2023-08-30,"Staff professional, some wait time"
1079,6540,1,Mercy General,2022-10-09,The team was friendly and attentive
1080,22988,1,Mercy General,2024-05-01,"Quick service, very friendly nursing staff"
1081,9299,3,Cascade Urgent Care,2023-01-14,"Parking nearby, warm and friendly team"
1082,27966,4,Cascade Specialty Center,2024-10-01,"Parking nearby, warm and friendly team"
1083,8461,1,Mercy General,2022-12-18,"Wait was reasonable, parking was fine"
1084,23546,4,Cascade Specialty Center,2024-05-14,Friendly staff made the visit very comfortable
1085,11245,1,Mercy General,2023-03-30,"Wait was brief, friendly professional staff"
1086,18916,3,Cascade Urgent Care,2023-12-27,"Wait was typical, staff was okay"
1087,18107,2,Pacific Medical,2023-12-07,"Decent experience, wait a bit long"
1088,21360,1,Mercy General,2024-03-11,"Great care, friendly staff and easy parking"
1089,84,1,Mercy General,2022-01-09,Friendly staff but parking was difficult
1090,32927,1,Mercy General,2025-02-05,"Parking available, wait was acceptable"
1091,44783,7,Emerald Urgent Care,2025-12-28,"Good care overall, parking could improve"
1092,35914,1,Mercy General,2025-05-03,"Good care overall, parking could improve"
1093,18857,7,Emerald Urgent Care,2023-12-24,"Wait was typical, staff was okay"
1094,4677,7,Emerald Urgent Care,2022-07-19,"Wait was typical, staff was okay"
1095,5473,1,Mercy General,2022-08-24,"Average visit, parking was fine"
1096,41928,7,Emerald Urgent Care,2025-10-27,"Friendly and fast, excellent experience"
1097,35927,1,Mercy General,2025-05-01,"Wait was brief, friendly professional staff"
1098,11423,4,Cascade Specialty Center,2023-04-08,"Friendly doctor, clean and welcoming facility"
1099,25067,2,Pacific Medical,2024-07-04,"Friendly and fast, excellent experience"
1100,4295,2,Pacific Medical,2022-07-03,"Parking was close, very friendly staff"
1101,32792,1,Mercy General,2025-02-01,"Wait was manageable, friendly team"
1102,22300,2,Pacific Medical,2024-04-05,"Not enough parking, had to wait a long time"
1103,35831,2,Pacific Medical,2025-04-30,Parking took a while but staff friendly
1104,29836,4,Cascade Specialty Center,2024-11-21,"Parking available, wait was acceptable"
1105,39174,2,Pacific Medical,2025-08-04,"Staff professional, some wait time"
1106,19809,6,Sacramento Valley Hospital,2024-01-17,Parking took a while but staff friendly
1107,7014,4,Cascade Specialty Center,2022-10-29,"Great care, friendly staff and easy parking"
1108,24768,1,Mercy General,2024-06-20,"Great care, friendly staff and easy parking"
1109,40824,8,Spokane Specialty Center,2025-09-29,"Friendly and fast, excellent experience"
1110,37916,2,Pacific Medical,2025-06-25,Parking was available and the care was great
1111,17057,1,Mercy General,2023-11-06,"Friendly and fast, excellent experience"
1112,29761,8,Spokane Specialty Center,2024-11-22,"Parking near entrance, wait was average"
1113,35697,1,Mercy General,2025-04-24,"Friendly care team, parking was convenient"
1114,38119,4,Cascade Specialty Center,2025-07-06,Parking was easy and the staff was friendly
1115,12535,1,Mercy General,2023-05-19,"Decent experience, wait a bit long"
1116,9000,1,Mercy General,2023-01-04,"Friendly doctor, clean and welcoming facility"
