cis,nom_medicament,cause,classification,date_evenement,code_atc,molecule,laboratoire,nb_patients_ville,est_antihistaminique,annee,mois,trimestre,saison_allergies,cause_categorie
60929194,"acamprosate viatris 333 mg, comprimé enrobé gastro-résistant",Augmentation du volume de vente,risque,2024-04-19,N07BB03,Acamprosate,viatris sante,20000.0,False,2024,4,2,1,Augmentation demande
63243923,"zofenopril viatris 30 mg, comprimé pelliculé sécable",Capacité de production insuffisante,risque,2022-12-20,C09AA15,Zofénopril,viatris sante,10000.0,False,2022,12,4,0,Capacite production
66610050,"fertistartkit 150 ui, poudre et solvant pour solution injectable",Augmentation du volume de vente,risque,2022-12-20,G03GA02,Gonadotrophine ménopausique humaine,ibsa pharma sas,9000.0,False,2022,12,4,0,Augmentation demande
66610050,"fertistartkit 150 ui, poudre et solvant pour solution injectable",Arrêt de commercialisation,risque,2024-11-30,G03GA02,Gonadotrophine ménopausique humaine,ibsa pharma sas,9000.0,False,2024,11,4,0,Autre
64137353,"topiramate viatris 50 mg, comprimé pelliculé","Autre, Capacité de production insuffisante",risque,2023-01-31,N03AX11,Topiramate,viatris sante,6000.0,False,2023,1,1,0,Capacite production
64137353,"topiramate viatris 50 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2024-01-31,N03AX11,Topiramate,viatris sante,6000.0,False,2024,1,1,0,Capacite production
69945545,"sivextro 200 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2023-05-15,J01XX11,Tédizolid,merck sharp & dohme (pays-bas),,False,2023,5,2,1,Augmentation demande
63243923,"zofenopril viatris 30 mg, comprimé pelliculé sécable",Capacité de production insuffisante,risque,2023-01-05,C09AA15,Zofénopril,viatris sante,10000.0,False,2023,1,1,0,Capacite production
69784540,"fludex 2,5 mg, comprimé pelliculé",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-11-30,C03BA11,Indapamide,les laboratoires servier,4000.0,False,2022,11,4,0,Approvisionnement matiere
67517243,"cicletanine teva 50 mg, gélule",Capacité de production insuffisante,risque,2021-09-03,C03BX03,Ciclétanine,teva sante,10000.0,False,2021,9,3,0,Capacite production
65278054,"bisoprolol/hydrochlorothiazide arrow 5 mg/6,25 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2023-03-20,C07BB07,Bisoprolol et thiazidiques,arrow generiques,10000.0,False,2023,3,1,1,Augmentation demande
62027883,"amoxicilline/acide clavulanique biogaran 100 mg/12,50 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)","Capacité de production insuffisante, Augmentation du volume de vente",risque,2022-12-05,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,glaxosmithkline,70000.0,False,2022,12,4,0,Augmentation demande
66617034,"candesartan/hydrochlorothiazide sandoz 8 mg/12,5 mg, comprimé",Autre,risque,2021-09-29,C09DA06,Candésartan et diurétiques,sandoz,30000.0,False,2021,9,3,0,Autre
62298607,"ipratropium zentiva 0,50 mg/2 ml adultes, solution pour inhalation par nébuliseur en récipient unidose",Augmentation du volume de vente,risque,2023-12-25,R03BB01,Bromure d'ipratropium,zentiva france,5000.0,False,2023,12,4,0,Augmentation demande
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2024-07-26,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2024,7,3,0,Capacite production
63524315,"triatec 5 mg, comprimé sécable",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-11-16,C09AA05,Ramipril,sanofi winthrop industrie,30000.0,False,2022,11,4,0,Approvisionnement matiere
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-03-21,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2023,3,1,1,Capacite production
69654116,"risedronate zentiva 75 mg, comprimé pelliculé",Autre,risque,2023-01-23,M05BA07,Acide risédronique,zentiva france,20000.0,False,2023,1,1,0,Autre
61425560,"etoposide teva 20 mg/ml, solution à diluer pour perfusion",Autre,risque,2022-12-19,L01CB01,Etoposide,teva sante,,False,2022,12,4,0,Autre
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-02-27,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2023,2,1,0,Capacite production
65728601,"amlodipine biogaran 5 mg, gélule",Défaut d'approvisionnement en Article de Conditionnement,risque,2023-02-05,C08CA01,Amlodipine,biogaran,500000.0,False,2023,2,1,0,Approvisionnement matiere
65728601,"amlodipine biogaran 5 mg, gélule",Capacité de production insuffisante,risque,2023-05-09,C08CA01,Amlodipine,biogaran,500000.0,False,2023,5,2,1,Capacite production
65728601,"amlodipine biogaran 5 mg, gélule",Capacité de production insuffisante,risque,2023-04-28,C08CA01,Amlodipine,biogaran,500000.0,False,2023,4,2,1,Capacite production
65728601,"amlodipine biogaran 5 mg, gélule",Augmentation du volume de vente,risque,2023-08-14,C08CA01,Amlodipine,biogaran,500000.0,False,2023,8,3,0,Augmentation demande
65728601,"amlodipine biogaran 5 mg, gélule",Augmentation du volume de vente,risque,2023-10-03,C08CA01,Amlodipine,biogaran,500000.0,False,2023,10,4,0,Augmentation demande
67299595,"perindopril/amlodipine zentiva 4 mg/10 mg, comprimé",Capacité de production insuffisante,risque,2023-02-27,C09BB04,Périndopril et amlodipine,zentiva france,10000.0,False,2023,2,1,0,Capacite production
63806097,"bisoprolol/hydrochlorothiazide sandoz 5 mg/6,25 mg, comprimé pelliculé",Autre,risque,2024-05-27,C07BB07,Bisoprolol et thiazidiques,sandoz,20000.0,False,2024,5,2,1,Autre
61197676,"ropinirole teva 1 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,risque,2023-01-02,N04BC04,Ropinirole,teva sante,3000.0,False,2023,1,1,0,Approvisionnement matiere
64589522,"ondansetron biogaran 8 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,risque,2022-11-26,A04AA01,Ondansétron,biogaran,30000.0,False,2022,11,4,0,Approvisionnement matiere
64589522,"ondansetron biogaran 8 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,risque,2022-12-03,A04AA01,Ondansétron,biogaran,30000.0,False,2022,12,4,0,Approvisionnement matiere
64589522,"ondansetron biogaran 8 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-11-01,A04AA01,Ondansétron,biogaran,30000.0,False,2023,11,4,0,Capacite production
64346723,"fungizone 10 %, suspension buvable",Capacité de production insuffisante,risque,2022-12-12,A07AA07,Amphotéricine B,cheplapharm arzneimittel (allemagne),800000.0,False,2022,12,4,0,Capacite production
64343809,"moducren, comprimé",Défaut d'approvisionnement en Matière Première,risque,2022-11-15,C07DA06,"Timolol, thiazidiques et autres diurétiques",laboratoires frilab,4000.0,False,2022,11,4,0,Approvisionnement matiere
61248124,"fosinopril biogaran 20 mg, comprimé","Augmentation du volume de vente, Autre",risque,2021-11-02,C09AA09,Fosinopril,biogaran,10000.0,False,2021,11,4,0,Augmentation demande
69309586,"candesartan/hydrochlorothiazide biogaran 8 mg/12,5 mg, comprimé",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-12-26,C09DA06,Candésartan et diurétiques,biogaran,80000.0,False,2022,12,4,0,Approvisionnement matiere
67299595,"perindopril/amlodipine zentiva 4 mg/10 mg, comprimé",Capacité de production insuffisante,risque,2022-11-10,C09BB04,Périndopril et amlodipine,zentiva france,10000.0,False,2022,11,4,0,Capacite production
69309586,"candesartan/hydrochlorothiazide biogaran 8 mg/12,5 mg, comprimé",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-12-09,C09DA06,Candésartan et diurétiques,biogaran,80000.0,False,2022,12,4,0,Approvisionnement matiere
63806097,"bisoprolol/hydrochlorothiazide sandoz 5 mg/6,25 mg, comprimé pelliculé",Autre,risque,2023-09-25,C07BB07,Bisoprolol et thiazidiques,sandoz,20000.0,False,2023,9,3,0,Autre
69309586,"candesartan/hydrochlorothiazide biogaran 8 mg/12,5 mg, comprimé",Capacité de production insuffisante,risque,2024-05-15,C09DA06,Candésartan et diurétiques,biogaran,80000.0,False,2024,5,2,1,Capacite production
69230270,"enantone lp 3,75 mg, poudre et solvant pour suspension injectable (s.c. ou i.m.) à libération prolongée",Autre,risque,2022-11-15,L02AE02,Leuproréline,takeda france,5000.0,False,2022,11,4,0,Autre
69230270,"enantone lp 3,75 mg, poudre et solvant pour suspension injectable (s.c. ou i.m.) à libération prolongée",Difficulté réglementaire,risque,2023-05-31,L02AE02,Leuproréline,takeda france,5000.0,False,2023,5,2,1,Autre
63806097,"bisoprolol/hydrochlorothiazide sandoz 5 mg/6,25 mg, comprimé pelliculé",Autre,risque,2021-08-16,C07BB07,Bisoprolol et thiazidiques,sandoz,20000.0,False,2021,8,3,0,Autre
66617034,"candesartan/hydrochlorothiazide sandoz 8 mg/12,5 mg, comprimé",Autre,risque,2023-04-24,C09DA06,Candésartan et diurétiques,sandoz,30000.0,False,2023,4,2,1,Autre
62743861,"prednisolone zentiva 20 mg, comprimé effervescent sécable","Capacité de production insuffisante, Augmentation du volume de vente",risque,2023-04-17,H02AB06,Prednisolone,zentiva france,300000.0,False,2023,4,2,1,Augmentation demande
65728601,"amlodipine biogaran 5 mg, gélule","Capacité de production insuffisante, Augmentation du volume de vente",risque,2023-10-15,C08CA01,Amlodipine,biogaran,500000.0,False,2023,10,4,0,Augmentation demande
62027883,"amoxicilline/acide clavulanique biogaran 100 mg/12,50 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",Augmentation du volume de vente,risque,2022-12-06,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,glaxosmithkline,70000.0,False,2022,12,4,0,Augmentation demande
63476258,"valproate de sodium arrow 200 mg/ml, solution buvable",Augmentation du volume de vente,risque,2023-05-01,N03AG01,Acide valproïque,arrow generiques,3000.0,False,2023,5,2,1,Augmentation demande
62027883,"amoxicilline/acide clavulanique biogaran 100 mg/12,50 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",Augmentation du volume de vente,risque,2024-01-22,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,glaxosmithkline,70000.0,False,2024,1,1,0,Augmentation demande
66510210,"sarclisa 20 mg/ml, solution à diluer pour perfusion",Problème qualité : Analyse non conforme,risque,2022-12-23,L01FC02,Isatuximab,sanofi winthrop industrie,,False,2022,12,4,0,Autre
68967396,"quetiapine sandoz lp 400 mg, comprimé à libération prolongée",Autre,risque,2021-09-27,N05AH04,Quétiapine,sandoz,8000.0,False,2021,9,3,0,Autre
65315136,"amisulpride stragen 100 mg/ml, solution buvable",Autre,risque,2022-11-28,N05AL05,Amisulpride,stragen-france,30.0,False,2022,11,4,0,Autre
65315136,"amisulpride stragen 100 mg/ml, solution buvable",Problème qualité : Non conformité aux BPF,risque,2023-04-21,N05AL05,Amisulpride,stragen-france,30.0,False,2023,4,2,1,Autre
64725100,"amoxicilline/acide clavulanique eg 1 g/125 mg adultes, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)","Augmentation du volume de vente, Capacité de production insuffisante",risque,2022-10-10,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,eg labo - laboratoires eurogenerics,100000.0,False,2022,10,4,0,Augmentation demande
62705095,"amoxicilline/acide clavulanique eg 500 mg/62,5 mg adultes, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)","Augmentation du volume de vente, Capacité de production insuffisante",risque,2022-08-19,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,eg labo - laboratoires eurogenerics,100000.0,False,2022,8,3,0,Augmentation demande
62705095,"amoxicilline/acide clavulanique eg 500 mg/62,5 mg adultes, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)","Capacité de production insuffisante, Augmentation du volume de vente",risque,2022-10-18,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,eg labo - laboratoires eurogenerics,100000.0,False,2022,10,4,0,Augmentation demande
62705095,"amoxicilline/acide clavulanique eg 500 mg/62,5 mg adultes, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)",Augmentation du volume de vente,risque,2024-03-30,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,eg labo - laboratoires eurogenerics,100000.0,False,2024,3,1,1,Augmentation demande
64529639,"amoxicilline eg labo 500 mg, gélule",Augmentation du volume de vente,risque,2023-03-31,J01CA04,Amoxicilline,eg labo - laboratoires eurogenerics,100000.0,False,2023,3,1,1,Augmentation demande
64529639,"amoxicilline eg labo 500 mg, gélule",Capacité de production insuffisante,risque,2024-03-11,J01CA04,Amoxicilline,eg labo - laboratoires eurogenerics,100000.0,False,2024,3,1,1,Capacite production
62457618,"amoxicilline eg 1 g, comprimé dispersible",Augmentation du volume de vente,risque,2023-02-23,J01CA04,Amoxicilline,eg labo - laboratoires eurogenerics,300000.0,False,2023,2,1,0,Augmentation demande
62457618,"amoxicilline eg 1 g, comprimé dispersible",Augmentation du volume de vente,risque,2023-03-31,J01CA04,Amoxicilline,eg labo - laboratoires eurogenerics,300000.0,False,2023,3,1,1,Augmentation demande
62457618,"amoxicilline eg 1 g, comprimé dispersible",Autre,risque,2023-09-12,J01CA04,Amoxicilline,eg labo - laboratoires eurogenerics,300000.0,False,2023,9,3,0,Autre
62457618,"amoxicilline eg 1 g, comprimé dispersible",Autre,risque,2024-04-04,J01CA04,Amoxicilline,eg labo - laboratoires eurogenerics,300000.0,False,2024,4,2,1,Autre
64575768,"insuline asparte sanofi 100 unités/ml, solution injectable en stylo prérempli",Capacité de production insuffisante,risque,2024-09-16,A10AB05,Insuline asparte,sanofi winthrop industrie,8000.0,False,2024,9,3,0,Capacite production
64575768,"insuline asparte sanofi 100 unités/ml, solution injectable en stylo prérempli",Augmentation du volume de vente,risque,2023-08-25,A10AB05,Insuline asparte,sanofi winthrop industrie,8000.0,False,2023,8,3,0,Augmentation demande
64575768,"insuline asparte sanofi 100 unités/ml, solution injectable en stylo prérempli",Augmentation du volume de vente,risque,2022-11-03,A10AB05,Insuline asparte,sanofi winthrop industrie,8000.0,False,2022,11,4,0,Augmentation demande
67059059,"conebilox 5 mg/25 mg, comprimé pelliculé",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-11-30,C07BB12,Nébivolol et thiazidiques,menarini international operations luxembourg,6000.0,False,2022,11,4,0,Approvisionnement matiere
62027883,"amoxicilline/acide clavulanique biogaran 100 mg/12,50 mg par ml nourrissons, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)",Capacité de production insuffisante,risque,2024-07-29,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,glaxosmithkline,70000.0,False,2024,7,3,0,Capacite production
60956323,"zostavax, poudre et solvant pour suspension injectable en seringue préremplie. vaccin zona (vivant atténué)",Problème qualité : Analyse non conforme,risque,2022-11-16,J07BK02,"Zona, virus vivant atténué",merck sharp & dohme (pays-bas),30000.0,False,2022,11,4,0,Autre
60956323,"zostavax, poudre et solvant pour suspension injectable en seringue préremplie. vaccin zona (vivant atténué)",Problème qualité : Analyse non conforme,risque,2023-01-17,J07BK02,"Zona, virus vivant atténué",merck sharp & dohme (pays-bas),30000.0,False,2023,1,1,0,Autre
60956323,"zostavax, poudre et solvant pour suspension injectable en seringue préremplie. vaccin zona (vivant atténué)",Augmentation du volume de vente,risque,2023-07-28,J07BK02,"Zona, virus vivant atténué",merck sharp & dohme (pays-bas),30000.0,False,2023,7,3,0,Augmentation demande
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2022-10-19,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2022,10,4,0,Capacite production
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2021-09-20,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2021,9,3,0,Autre
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Problème qualité : Analyse non conforme,risque,2021-10-01,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2021,10,4,0,Autre
64676596,"temeritduo 5 mg/25 mg, comprimé pelliculé",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-12-01,C07BB12,Nébivolol et thiazidiques,menarini international operations luxembourg,60000.0,False,2022,12,4,0,Approvisionnement matiere
67059059,"conebilox 5 mg/25 mg, comprimé pelliculé",Défaut d'approvisionnement en Article de Conditionnement,risque,2022-12-15,C07BB12,Nébivolol et thiazidiques,menarini international operations luxembourg,6000.0,False,2022,12,4,0,Approvisionnement matiere
60710318,"krenosin 6 mg/2 ml, solution injectable","Capacité de production insuffisante, Problème qualité : Analyse non conforme",risque,2023-05-30,C01EB10,Adénosine,sanofi winthrop industrie,,False,2023,5,2,1,Capacite production
66331314,"losartan/hydrochlorothiazide bgr 100 mg/25 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2021-10-20,C09DA01,Losartan et diurétiques,biogaran,50000.0,False,2021,10,4,0,Augmentation demande
68967396,"quetiapine sandoz lp 400 mg, comprimé à libération prolongée",Autre,risque,2023-02-13,N05AH04,Quétiapine,sandoz,8000.0,False,2023,2,1,0,Autre
67698690,"tramadol/paracetamol viatris 37,5 mg/325 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2022-12-20,N02AJ13,Tramadol et paracétamol,laboratoires grunenthal,700000.0,False,2022,12,4,0,Capacite production
60710318,"krenosin 6 mg/2 ml, solution injectable",Capacité de production insuffisante,risque,2023-01-04,C01EB10,Adénosine,sanofi winthrop industrie,,False,2023,1,1,0,Capacite production
66230799,"lacosamide sandoz 50 mg, comprimé pelliculé",Autre,risque,2023-03-03,N03AX18,Lacosamide,sandoz,200.0,False,2023,3,1,1,Autre
66582900,"manidipine viatris 10 mg, comprimé",Défaut d'approvisionnement en Matière Première,risque,2023-05-05,C08CA11,Manidipine,viatris sante,40000.0,False,2023,5,2,1,Approvisionnement matiere
61062600,"chibroxine 0,3 pour cent, collyre en solution",Autre,risque,2024-10-02,S01AE02,Norfloxacine,thea,60000.0,False,2024,10,4,0,Autre
60080218,"fivasa 500 mg, suppositoire",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2023-01-05,A07EC02,Mésalazine,tillotts pharma (allemagne),6000.0,False,2023,1,1,0,Autre
60080218,"fivasa 500 mg, suppositoire",Autre,risque,2024-10-14,A07EC02,Mésalazine,tillotts pharma (allemagne),6000.0,False,2024,10,4,0,Autre
69542779,"fivasa 800 mg, comprimé enrobé gastrorésistant",Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021,risque,2023-01-13,A07EC02,Mésalazine,tillotts pharma (allemagne),30000.0,False,2023,1,1,0,Autre
65000788,"zypadhera 300 mg, poudre et solvant pour suspension injectable à libération prolongée",Problème qualité : Non conformité aux BPF,risque,2021-09-03,N05AH03,Olanzapine,cheplapharm registration (allemagne),,False,2021,9,3,0,Autre
61501937,"candesartan biogaran 32 mg, comprimé sécable",Capacité de production insuffisante,risque,2023-06-01,C09CA06,Candésartan,biogaran,20000.0,False,2023,6,2,1,Capacite production
64395332,"topalgic lp 200 mg, comprimé à libération prolongée",Capacité de production insuffisante,risque,2023-02-06,N02AX02,Tramadol,neuraxpharm france,10000.0,False,2023,2,1,0,Capacite production
68176802,"diazepam teva 10 mg, comprimé",Autre,risque,2023-05-24,N05BA01,Diazépam,teva sante,300000.0,False,2023,5,2,1,Autre
68176802,"diazepam teva 10 mg, comprimé",Défaut d'approvisionnement en Article de Conditionnement,risque,2023-07-13,N05BA01,Diazépam,teva sante,300000.0,False,2023,7,3,0,Approvisionnement matiere
68176802,"diazepam teva 10 mg, comprimé","Augmentation du volume de vente, Capacité de production insuffisante",risque,2023-09-20,N05BA01,Diazépam,teva sante,300000.0,False,2023,9,3,0,Augmentation demande
68176802,"diazepam teva 10 mg, comprimé","Capacité de production insuffisante, Augmentation du volume de vente",risque,2024-05-21,N05BA01,Diazépam,teva sante,300000.0,False,2024,5,2,1,Augmentation demande
62833611,"sotalol zentiva 80 mg, comprimé sécable",Autre,risque,2023-01-09,C07AA07,Sotalol,zentiva france,30000.0,False,2023,1,1,0,Autre
65023242,"zypadhera 405 mg, poudre et solvant pour suspension injectable à libération prolongée",Autre,risque,2021-10-15,N05AH03,Olanzapine,cheplapharm registration (allemagne),,False,2021,10,4,0,Autre
64439316,"irbesartan zentiva 75 mg, comprimé pelliculé",Autre,risque,2023-01-13,C09CA04,Irbésartan,sanofi-aventis groupe,60000.0,False,2023,1,1,0,Autre
64439316,"irbesartan zentiva 75 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2023-10-09,C09CA04,Irbésartan,sanofi-aventis groupe,60000.0,False,2023,10,4,0,Augmentation demande
64439316,"irbesartan zentiva 75 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2024-06-24,C09CA04,Irbésartan,sanofi-aventis groupe,60000.0,False,2024,6,2,1,Capacite production
65000788,"zypadhera 300 mg, poudre et solvant pour suspension injectable à libération prolongée",Autre,risque,2021-10-15,N05AH03,Olanzapine,cheplapharm registration (allemagne),,False,2021,10,4,0,Autre
66582900,"manidipine viatris 10 mg, comprimé",Défaut d'approvisionnement en Article de Conditionnement,risque,2023-01-09,C08CA11,Manidipine,viatris sante,40000.0,False,2023,1,1,0,Approvisionnement matiere
66173953,"irbesartan zentiva 150 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2024-12-09,C09CA04,Irbésartan,sanofi-aventis groupe,100000.0,False,2024,12,4,0,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable","Problème qualité : Analyse non conforme, Autre",risque,2023-04-12,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2023,4,2,1,Autre
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2023-07-01,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2023,7,3,0,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2023-07-01,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2023,7,3,0,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2023-07-01,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2023,7,3,0,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2023-07-01,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2023,7,3,0,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2024-03-31,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2024,3,1,1,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2024-03-31,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2024,3,1,1,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2024-03-31,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2024,3,1,1,Augmentation demande
64700691,"cutaquig 165 mg/ml, solution injectable",Augmentation du volume de vente,risque,2024-03-31,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,octapharma france,,False,2024,3,1,1,Augmentation demande
69197468,"targretin 75 mg, capsule molle",Défaut d'approvisionnement en Matière Première,risque,2023-02-15,L01XF03,Bexarotène,eisai (allemagne),600.0,False,2023,2,1,0,Approvisionnement matiere
69197468,"targretin 75 mg, capsule molle",Défaut d'approvisionnement en Matière Première,risque,2023-05-31,L01XF03,Bexarotène,eisai (allemagne),600.0,False,2023,5,2,1,Approvisionnement matiere
66983665,"oxygene medicinal liquide messer france, gaz pour inhalation, pour évaporateur fixe et pour récipient cryogénique fixe",Capacité de production insuffisante,risque,2024-08-02,V03AN01,Oxygène,messer france,,False,2024,8,3,0,Capacite production
66983665,"oxygene medicinal liquide messer france, gaz pour inhalation, pour évaporateur fixe et pour récipient cryogénique fixe",Capacité de production insuffisante,risque,2024-08-02,V03AN01,Oxygène,messer france,,False,2024,8,3,0,Capacite production
62416105,"tranxene 20 mg/2 ml, lyophilisat et solution pour usage parentéral",Autre,risque,2023-01-06,N05BA05,Clorazépate de potassium,neuraxpharm france,6000.0,False,2023,1,1,0,Autre
62416105,"tranxene 20 mg/2 ml, lyophilisat et solution pour usage parentéral",Autre,risque,2023-06-02,N05BA05,Clorazépate de potassium,neuraxpharm france,6000.0,False,2023,6,2,1,Autre
66173953,"irbesartan zentiva 150 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-09-18,C09CA04,Irbésartan,sanofi-aventis groupe,100000.0,False,2023,9,3,0,Capacite production
66173953,"irbesartan zentiva 150 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2023-10-30,C09CA04,Irbésartan,sanofi-aventis groupe,100000.0,False,2023,10,4,0,Capacite production
69026054,"ozidia 5 mg, comprimé à libération prolongée","Augmentation du volume de vente, Autre",risque,2021-08-06,A10BB07,Glipizide,pfizer holding france,600.0,False,2021,8,3,0,Augmentation demande
64439316,"irbesartan zentiva 75 mg, comprimé pelliculé",Capacité de production insuffisante,risque,2024-08-23,C09CA04,Irbésartan,sanofi-aventis groupe,60000.0,False,2024,8,3,0,Capacite production
61891533,"lansoprazole zentiva 15 mg, gélule gastro-résistante",Autre,risque,2022-12-12,A02BC03,Lansoprazole,zentiva france,80000.0,False,2022,12,4,0,Autre
67139288,"felodipine zentiva l.p. 5 mg, comprimé pelliculé à libération prolongée",Augmentation du volume de vente,risque,2024-05-21,C08CA02,Félodipine,zentiva france,30000.0,False,2024,5,2,1,Augmentation demande
67139288,"felodipine zentiva l.p. 5 mg, comprimé pelliculé à libération prolongée",Capacité de production insuffisante,risque,2024-12-09,C08CA02,Félodipine,zentiva france,30000.0,False,2024,12,4,0,Capacite production
65231841,"colistimethate sodique amdipharm 1 mui, poudre et solvant pour inhalation par nébuliseur",Capacité de production insuffisante,risque,2023-03-06,J01XB01,Colistine,amdipharm,5000.0,False,2023,3,1,1,Capacite production
65231841,"colistimethate sodique amdipharm 1 mui, poudre et solvant pour inhalation par nébuliseur",Capacité de production insuffisante,risque,2023-01-27,J01XB01,Colistine,amdipharm,5000.0,False,2023,1,1,0,Capacite production
65231841,"colistimethate sodique amdipharm 1 mui, poudre et solvant pour inhalation par nébuliseur",Arrêt de commercialisation,risque,2022-09-16,J01XB01,Colistine,amdipharm,5000.0,False,2022,9,3,0,Autre
68278928,"pramipexole zentiva lp 1,05 mg, comprimé à libération prolongée",Augmentation du volume de vente,risque,2023-03-27,N04BC05,Pramipexole,zentiva france,2000.0,False,2023,3,1,1,Augmentation demande
68368941,"ondansetron zentiva 8 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2023-07-31,A04AA01,Ondansétron,zentiva france,6000.0,False,2023,7,3,0,Augmentation demande
68368941,"ondansetron zentiva 8 mg, comprimé pelliculé",Problème de transport/logistique,risque,2023-10-16,A04AA01,Ondansétron,zentiva france,6000.0,False,2023,10,4,0,Logistique
68368941,"ondansetron zentiva 8 mg, comprimé pelliculé",Augmentation du volume de vente,risque,2024-09-16,A04AA01,Ondansétron,zentiva france,6000.0,False,2024,9,3,0,Augmentation demande
63244391,"omeprazole zentiva lab 20 mg, gélule gastro-résistante","Augmentation du volume de vente, Capacité de production insuffisante",risque,2024-12-02,A02BC01,Oméprazole,zentiva france,700000.0,False,2024,12,4,0,Augmentation demande
