titre,date_creation,date_maj,date_debut,date_fin,statut,type_produit,domaine_medical,url_ansm,dci_extraite,nom_commercial,dci_norm,annee_debut,mois_debut,annee_mois,en_cours,is_rupture,is_tension,loaded_at,source,ATC1,ATC2,ATC3,ATC4,ATC5,L_ATC5,ATC4_source
"Visudyne 15 mg, poudre pour solution pour perfusion – [vertéporfine]",2021-06-02,2026-04-21,2023-12-20,,Tension d'approvisionnement,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/visudyne-15-mg-poudre-pour-solution-pour-perfusion-verteporfine,vertéporfine,"Visudyne 15 mg, poudre pour solution pour perfusion",vertéporfine,2023,12,2023-12,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Cynomel 0,025 mg, comprimé sécable– [liothyronine sodique]",2024-10-25,2026-04-21,2025-10-31,,Arrêt de commercialisation,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/cynomel-0-025-mg-comprime-secable-liothyronine-sodique,liothyronine sodique,"Cynomel 0,025 mg, comprimé sécable",liothyronine sodique,2025,10,2025-10,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Méthylphénidate EG LP, comprimé à libération prolongée – [méthylphénidate (chlorhydrate de)]",2025-11-13,2026-04-20,2025-11-12,,Tension d'approvisionnement,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylphenidate-eg-lp-18-mg-et-36-mg-comprime-a-liberation-prolongee-methylphenidate-chlorhydrate-de,méthylphénidate (chlorhydrate de),"Méthylphénidate EG LP, comprimé à libération prolongée",méthylphénidate,2025,11,2025-11,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Rispéridone 0,5 mg, comprimé orodispersible – [rispéridone]",2025-02-05,2026-04-17,2025-02-04,,Tension d'approvisionnement,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/risperidone-0-5-mg-comprime-orodispersible-risperidone,rispéridone,"Rispéridone 0,5 mg, comprimé orodispersible",rispéridone,2025,2,2025-02,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Ogivri 150 mg, poudre pour solution à diluer pour perfusion – [trastuzumab]",2026-01-26,2026-04-17,2026-04-17,2026-04-17,Remise à disposition,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ogivri-150-mg-poudre-pour-solution-a-diluer-pour-perfusion-trastuzumab,trastuzumab,"Ogivri 150 mg, poudre pour solution à diluer pour perfusion",trastuzumab,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Tofranil 10 mg, comprimé enrobé – [imipramine]",2022-07-08,2026-04-15,2022-07-31,,Rupture de stock,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tofranil-10-mg-comprime-enrobe-imipramine,imipramine,"Tofranil 10 mg, comprimé enrobé",imipramine,2022,7,2022-07,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Emend 125 mg, poudre pour suspension buvable – [aprépitant]",2026-01-23,2026-04-15,2026-01-09,,Rupture de stock,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/emend-125-mg-poudre-pour-suspension-buvable-aprepitant,aprépitant,"Emend 125 mg, poudre pour suspension buvable",aprépitant,2026,1,2026-01,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Claventin 3g/200 mg et 5g/200 mg, poudre pour solution injectable (I.V.) – [ticarcilline (sodique), acide clavulanique ]",2020-08-05,2026-04-14,2014-08-01,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/claventin-3g-200-mg-et-5g-200-mg-poudre-pour-solution-injectable-i-v-ticarcilline-sodique-acide-clavulanique,"ticarcilline (sodique), acide clavulanique","Claventin 3g/200 mg et 5g/200 mg, poudre pour solution injectable (I.V.)","ticarcilline, acide clavulanique",2014,8,2014-08,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Teralithe LP 400 mg, comprimé sécable à libération prolongée – [lithium (carbonate de)]",2025-03-12,2026-04-14,2026-04-08,2026-04-08,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/teralithe-lp-400-mg-comprime-secable-a-liberation-prolongee-lithium-carbonate-de,lithium (carbonate de),"Teralithe LP 400 mg, comprimé sécable à libération prolongée",lithium,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Spécialités à base de Venlafaxine LP 37,5 mg et LP 75 mg en gélule à libération prolongée – [venlafaxine]",2025-03-20,2026-04-13,2025-03-20,,Tension d'approvisionnement,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialites-a-base-de-venlafaxine-lp-37-5-mg-et-lp-75-mg-en-gelule-a-liberation-prolongee-venlafaxine,venlafaxine,"Spécialités à base de Venlafaxine LP 37,5 mg et LP 75 mg en gélule à libération prolongée",venlafaxine,2025,3,2025-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
Rispéridone 4 mg comprimé orodispersible – [rispéridone],2025-02-05,2026-04-13,2026-04-13,2026-04-13,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/risperidone-4-mg-comprime-orodispersible-risperidone,rispéridone,Rispéridone 4 mg comprimé orodispersible,rispéridone,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Clomipramine Viatris 25 mg, comprimé pelliculé – [clomipramine (chlorhydrate de)]",2025-07-11,2026-04-10,2025-07-04,,Tension d'approvisionnement,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/clomipramine-viatris-25-mg-comprime-pellicule-clomipramine-chlorhydrate-de,clomipramine (chlorhydrate de),"Clomipramine Viatris 25 mg, comprimé pelliculé",clomipramine,2025,7,2025-07,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Parlodel 5 mg et 10 mg, gélule – [bromocriptine (mésilate de)]",2026-03-13,2026-04-10,2026-04-10,2026-04-10,Remise à disposition,Médicaments,"Endocrinologie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/parlodel-5-mg-et-10-mg-gelule-bromocriptine-mesilate-de,bromocriptine (mésilate de),"Parlodel 5 mg et 10 mg, gélule",bromocriptine,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Xarelto 1 mg/mL, granulés pour supension buvable, flacon de 100ml – [rivaroxaban]",2026-04-09,,2026-04-08,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/xarelto-1-mg-ml-granules-pour-supension-buvable-flacon-de-100ml-rivaroxaban,rivaroxaban,"Xarelto 1 mg/mL, granulés pour supension buvable, flacon de 100ml",rivaroxaban,2026,4,2026-04,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Scopoderm TTS 1 mg/72 heures, dispositif transdermique – [scopolamine]",2023-03-31,2026-04-09,2026-04-01,2026-04-01,Remise à disposition,Médicaments,ORL,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/scopoderm-tts-1-mg-72-heures-dispositif-transdermique-scopolamine,scopolamine,"Scopoderm TTS 1 mg/72 heures, dispositif transdermique",scopolamine,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,R06,,,fallback_domaine
"Paclitaxel AHCL 6 mg/ml, solution à diluer pour perfusion - flacons de 50 ml et 100 ml – [paclitaxel]",2024-04-24,2026-04-09,2023-09-07,,Tension d'approvisionnement,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/paclitaxel-ahcl-6-mg-ml-solution-a-diluer-pour-perfusion-flacons-de-50-ml-et-100-ml-paclitaxel,paclitaxel,"Paclitaxel AHCL 6 mg/ml, solution à diluer pour perfusion",paclitaxel,2023,9,2023-09,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Kétoprofène Pharmy II 100 mg/2 ml, solution injectable intramusculaire (I.M.) – [kétoprofène]",2026-01-23,2026-04-08,2026-01-14,,Tension d'approvisionnement,Médicaments,"Rhumatologie, Traitement de la douleur",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ketoprofene-pharmy-ii-100-mg-2-ml-solution-injectable-intramusculaire-i-m-ketoprofene,kétoprofène,"Kétoprofène Pharmy II 100 mg/2 ml, solution injectable intramusculaire (I.M.)",kétoprofène,2026,1,2026-01,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Endoxan 500 et 1000 mg, poudre pour solution injectable – [cyclophosphamide]",2026-04-07,,2026-01-29,,Tension d'approvisionnement,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/endoxan-500-et-1000-mg-poudre-pour-solution-injectable-cyclophosphamide,cyclophosphamide,"Endoxan 500 et 1000 mg, poudre pour solution injectable",cyclophosphamide,2026,1,2026-01,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Quinimax 500 mg, comprimé pelliculé sécable – [inchonidine (monochlorhydrate de) monohydraté/cinchonine (chlorhydrate de) dihydraté/quinidine (chlorhydrate de) monohydraté/quinine (chlorhydrate de)]",2026-02-03,2026-04-03,2026-02-02,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quinimax-500-mg-comprime-pellicule-secable-inchonidine-monochlorhydrate-de-monohydrate-cinchonine-chlorhydrate-de-dihydrate-quinidine-chlorhydrate-de-monohydrate-quinine-chlorhydrate-de,inchonidine (monochlorhydrate de) monohydraté/cinchonine (chlorhydrate de) dihydraté/quinidine (chlorhydrate de) monohydraté/quinine (chlorhydrate de),"Quinimax 500 mg, comprimé pelliculé sécable",inchonidine monohydraté/cinchonine dihydraté/quinidine monohydraté/quinine,2026,2,2026-02,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Zinnat 125 mg/5 ml enfants et nourrissons, granulés pour suspension buvable en flacon – [céfuroxime axétil]",2026-03-06,2026-04-03,2026-04-03,2026-04-03,Remise à disposition,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/zinnat-125-mg-5-ml-enfants-et-nourrissons-granules-pour-suspension-buvable-en-flacon-cefuroxime-axetil,céfuroxime axétil,"Zinnat 125 mg/5 ml enfants et nourrissons, granulés pour suspension buvable en flacon",céfuroxime axétil,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Octim 150 microgrammes/dose, solution pour pulvérisation nasale – [acétate de desmopressine trihydraté]",2020-08-17,2026-04-02,2026-03-24,2026-03-24,Remise à disposition,Médicaments,Hématologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/octim-150-microgrammes-dose-solution-pour-pulverisation-nasale-acetate-de-desmopressine-trihydrate,acétate de desmopressine trihydraté,"Octim 150 microgrammes/dose, solution pour pulvérisation nasale",acétate de desmopressine trihydraté,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Lantus Solostar 100 unités/ ml, solution injectable en stylo prérempli – [insuline glargine]",2026-04-02,2026-04-02,2026-03-25,,Tension d'approvisionnement,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lantus-solostar-100-unites-ml-solution-injectable-en-stylo-prerempli-insuline-glargine,insuline glargine,"Lantus Solostar 100 unités/ ml, solution injectable en stylo prérempli",insuline glargine,2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Tolvaptan Biogaran 15 mg, comprimé + Tolvaptan Biogaran 45 mg, comprimé - [tolvaptan]",2025-07-10,2026-04-02,2026-03-17,2026-03-17,Remise à disposition,Médicaments,Néphrologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tolvaptan-biogaran-15-mg-comprime-tolvaptan-biogaran-45-mg-comprime-tolvaptan,tolvaptan,"Tolvaptan Biogaran 15 mg, comprimé + Tolvaptan Biogaran 45 mg, comprimé",tolvaptan,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Pulmocis 2 mg, trousse pour préparation radiopharmaceutique – [albumine humaine plasmatique (macroagrégats d')]",2026-01-28,2026-04-02,2026-03-31,2026-03-31,Remise à disposition,Médicaments,"Imagerie/Radiologie, Médecine nucléaire",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/pulmocis-2-mg-trousse-pour-preparation-radiopharmaceutique-albumine-humaine-plasmatique-macroagregats-d,albumine humaine plasmatique (macroagrégats d'),"Pulmocis 2 mg, trousse pour préparation radiopharmaceutique",albumine humaine plasmatique,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Toujeo 300 unités/ml SoloStar, solution injectable en stylo prérempli – [insuline glargine ((bactérie/Escherichia Coli))]",2026-04-01,,2026-03-25,,Tension d'approvisionnement,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/toujeo-300-unites-ml-solostar-solution-injectable-en-stylo-prerempli-insuline-glargine-bacterie-escherichia-coli,insuline glargine ((bactérie/Escherichia Coli)),"Toujeo 300 unités/ml SoloStar, solution injectable en stylo prérempli",insuline glargine),2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Fluorouracile Accord 50 mg/ml, solution à diluer pour perfusion, flacons de 5 ml, 20 ml et 100 ml – [fluorouracile]",2026-03-02,2026-04-01,2026-03-13,2026-03-13,Remise à disposition,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluorouracile-accord-50-mg-ml-solution-a-diluer-pour-perfusion-flacons-de-5-ml-20-ml-et-100-ml-fluorouracile,fluorouracile,"Fluorouracile Accord 50 mg/ml, solution à diluer pour perfusion, flacons de 5 ml, 20 ml et 100 ml",fluorouracile,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Fluorouracile Pfizer 50 mg/ml, solution à diluer pour perfusion - flacon de 20 ml et 100 ml – [fluorouracile]",2025-05-26,2026-04-01,2023-11-08,,Tension d'approvisionnement,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluorouracile-pfizer-50-mg-ml-solution-a-diluer-pour-perfusion-flacon-de-20-ml-et-100-ml-fluorouracile,fluorouracile,"Fluorouracile Pfizer 50 mg/ml, solution à diluer pour perfusion",fluorouracile,2023,11,2023-11,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Fivasa 400 mg, comprimé enrobé gastrorésistant – [mésalazine]",2025-11-26,2026-04-01,2025-11-26,,Tension d'approvisionnement,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fivasa-400-mg-comprime-enrobe-gastroresistant-mesalazine,mésalazine,"Fivasa 400 mg, comprimé enrobé gastrorésistant",mésalazine,2025,11,2025-11,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Gemcitabine Sun 10 mg/mL, solution pour perfusion en poche de 120 ml – [gemcitabine (chlorhydrate de)]",2026-01-07,2026-04-01,2025-11-12,,Rupture de stock,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/gemcitabine-sun-10-mg-ml-solution-pour-perfusion-en-poche-de-120-ml-gemcitabine-chlorhydrate-de,gemcitabine (chlorhydrate de),"Gemcitabine Sun 10 mg/mL, solution pour perfusion en poche de 120 ml",gemcitabine,2025,11,2025-11,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Tolvaptan Teva 15 mg, comprimé + Tolvaptan Teva 45 mg, comprimé – [tolvaptan]",2025-10-27,2026-03-27,2026-03-19,2026-03-19,Remise à disposition,Médicaments,Néphrologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tolvaptan-teva-15-mg-comprime-tolvaptan-teva-45-mg-comprime-tolvaptan,tolvaptan,"Tolvaptan Teva 15 mg, comprimé + Tolvaptan Teva 45 mg, comprimé",tolvaptan,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Lénalidomide Mylan, gélule – [lénalidomide]",2025-07-25,2026-03-26,2026-03-26,2026-03-26,Remise à disposition,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lenalidomide-mylan-gelule-lenalidomide,lénalidomide,"Lénalidomide Mylan, gélule",lénalidomide,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Spécialités à base d'oxybate de sodium 500 mg/mL, solution buvable – [sodium (oxybate de)]",2026-02-26,2026-03-26,2026-03-23,2026-03-23,Remise à disposition,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/specialites-a-base-doxybate-de-sodium-500-mg-ml-solution-buvable-sodium-oxybate-de,sodium (oxybate de),"Spécialités à base d'oxybate de sodium 500 mg/mL, solution buvable",sodium,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Rifamycine Chibret 1000 000 UI pour cent, collyre en solution – [rifamycine sodique]",2024-03-13,2026-03-25,2026-03-25,2026-03-25,Remise à disposition,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/rifamycine-chibret-1000-000-ui-pour-cent-collyre-en-solution-rifamycine-sodique,rifamycine sodique,"Rifamycine Chibret 1000 000 UI pour cent, collyre en solution",rifamycine sodique,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Fluoresceine Faure 0,5%, collyre en solution en récipient unidose – [fluorescéine sodique]",2025-12-05,2026-03-25,2025-10-20,,Tension d'approvisionnement,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluoresceine-faure-0-5-collyre-en-solution-en-recipient-unidose-fluoresceine-sodique,fluorescéine sodique,"Fluoresceine Faure 0,5%, collyre en solution en récipient unidose",fluorescéine sodique,2025,10,2025-10,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Un-Alfa 1 microgramme/0,5 ml, solution injectable IV en ampoule – [alfacalcidol]",2026-01-09,2026-03-25,2026-03-24,2026-03-24,Remise à disposition,Médicaments,"Endocrinologie, Néphrologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/un-alfa-1-microgramme-0-5-ml-solution-injectable-iv-en-ampoule-alfacalcidol,alfacalcidol,Un,alfacalcidol,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Fébuxostat 80 mg, comprimé pelliculé – [fébuxostat hémihydraté]",2025-12-04,2026-03-24,2026-03-16,2026-03-16,Remise à disposition,Médicaments,Rhumatologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/febuxostat-80-mg-comprime-pellicule-febuxostat-hemihydrate,fébuxostat hémihydraté,"Fébuxostat 80 mg, comprimé pelliculé",fébuxostat hémihydraté,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Hexatrione 2 pour cent, suspension injectable (intra-articulaire) – [hexacetonide de triamcinolone]",2022-11-28,2026-03-19,2026-03-16,2026-03-16,Remise à disposition,Médicaments,Rhumatologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/hexatrione-2-pour-cent-suspension-injectable-intra-articulaire-hexacetonide-de-triamcinolone,hexacetonide de triamcinolone,"Hexatrione 2 pour cent, suspension injectable (intra",hexacetonide de triamcinolone,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Xenpozyme 20 mg, poudre pour solution à diluer pour perfusion – [olipudase alfa]",2025-10-15,2026-03-17,2025-09-30,,Tension d'approvisionnement,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/xenpozyme-20-mg-poudre-pour-solution-a-diluer-pour-perfusion-olipudase-alfa,olipudase alfa,"Xenpozyme 20 mg, poudre pour solution à diluer pour perfusion",olipudase alfa,2025,9,2025-09,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Wilfactin 100 UI/mL, poudre et solvant pour solution injectable – [facteur Willebrand de coagulation humain]",2025-07-03,2026-03-16,2025-04-04,,Tension d'approvisionnement,Médicaments,Hématologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/wilfactin-100-ui-ml-poudre-et-solvant-pour-solution-injectable-facteur-willebrand-de-coagulation-humain,facteur Willebrand de coagulation humain,"Wilfactin 100 UI/mL, poudre et solvant pour solution injectable",facteur willebrand de coagulation humain,2025,4,2025-04,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Ritonavir Viatris 100 mg, comprimé pelliculé – [ritonavir]",2026-03-12,,2025-09-22,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ritonavir-viatris-100-mg-comprime-pellicule-ritonavir,ritonavir,"Ritonavir Viatris 100 mg, comprimé pelliculé",ritonavir,2025,9,2025-09,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Méthylprednisolone Viatris 500 mg, poudre pour solution injectable (IM-IV) – [méthylprednisolone (hydrogénosuccinate de)]",2026-03-05,,2025-07-12,,Tension d'approvisionnement,Médicaments,"Allergologie, Rhumatologie, Infectiologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylprednisolone-viatris-500-mg-poudre-pour-solution-injectable-im-iv-methylprednisolone-hydrogenosuccinate-de,méthylprednisolone (hydrogénosuccinate de),"Méthylprednisolone Viatris 500 mg, poudre pour solution injectable (IM",méthylprednisolone,2025,7,2025-07,1,0,1,20260608,ANSM_DISPO_2026,,,,R06,,,fallback_domaine
"Soludactone 100 mg et 200 mg, lyophilisat et solution pour usage parentéral – [canrénoate de potassium / trométamol]",2023-07-18,2026-03-05,2023-11-01,,Arrêt de commercialisation,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/soludactone-100-mg-et-200-mg-lyophilisat-et-solution-pour-usage-parenteral-canrenoate-de-potassium-trometamol,canrénoate de potassium / trométamol,"Soludactone 100 mg et 200 mg, lyophilisat et solution pour usage parentéral",canrénoate de potassium / trométamol,2023,11,2023-11,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Méthylprednisolone Viatris 40 mg, poudre pour solution injectable (IM-IV) – [méthylprednisolone (hydrogénosuccinate de)]",2024-08-22,2026-03-05,2024-08-19,,Tension d'approvisionnement,Médicaments,"Allergologie, ORL, Rhumatologie, Infectiologie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylprednisolone-viatris-40-mg-poudre-pour-solution-injectable-im-iv-methylprednisolone-hydrogenosuccinate-de,méthylprednisolone (hydrogénosuccinate de),"Méthylprednisolone Viatris 40 mg, poudre pour solution injectable (IM",méthylprednisolone,2024,8,2024-08,1,0,1,20260608,ANSM_DISPO_2026,,,,R06,,,fallback_domaine
"Methylprednisolone Viatris 120 mg, poudre pour solution injectable (IM-IV) – [méthylprednisolone (hydrogénosuccinate de)]",2025-08-06,2026-03-05,2025-08-05,,Tension d'approvisionnement,Médicaments,"Allergologie, ORL, Rhumatologie, Infectiologie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylprednisolone-viatris-120-mg-poudre-pour-solution-injectable-im-iv-methylprednisolone-hydrogenosuccinate-de,méthylprednisolone (hydrogénosuccinate de),"Methylprednisolone Viatris 120 mg, poudre pour solution injectable (IM",méthylprednisolone,2025,8,2025-08,1,0,1,20260608,ANSM_DISPO_2026,,,,R06,,,fallback_domaine
"Pipéracilline Panpharma 4 g, poudre pour solution injectable (I.M., I.V.) – [pipéracilline sodique]",2026-01-26,2026-03-04,2025-08-13,,Tension d'approvisionnement,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/piperacilline-panpharma-4-g-poudre-pour-solution-injectable-i-m-i-v-piperacilline-sodique,pipéracilline sodique,"Pipéracilline Panpharma 4 g, poudre pour solution injectable (I.M., I.V.)",pipéracilline sodique,2025,8,2025-08,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Micropakine L.P. 750 mg, granulés à libération prolongée en sachet-dose – [acide valproïque, sodium (valproate de)]",2026-02-27,,2026-02-27,2026-02-27,Remise à disposition,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/micropakine-l-p-750-mg-granules-a-liberation-prolongee-en-sachet-dose-acide-valproique-sodium-valproate-de,"acide valproïque, sodium (valproate de)","Micropakine L.P. 750 mg, granulés à libération prolongée en sachet","acide valproïque, sodium",2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Micropakine L.P. 250 mg, 500 mg, 1 000 mg, granulés à libération prolongée en sachet-dose – [acide valproïque, sodium (valproate de)]",2025-07-09,2026-02-27,2025-05-16,,Tension d'approvisionnement,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/micropakine-l-p-250-mg-500-mg-1-000-mg-granules-a-liberation-prolongee-en-sachet-dose-acide-valproique-sodium-valproate-de,"acide valproïque, sodium (valproate de)","Micropakine L.P. 250 mg, 500 mg, 1 000 mg, granulés à libération prolongée en sachet","acide valproïque, sodium",2025,5,2025-05,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Plasmion, solution pour perfusion – [Gélatine fluide modifiée partiellement hydrolysée et succinylée]",2026-02-26,,2026-02-20,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/plasmion-solution-pour-perfusion-gelatine-fluide-modifiee-partiellement-hydrolysee-et-succinylee,Gélatine fluide modifiée partiellement hydrolysée et succinylée,"Plasmion, solution pour perfusion",gélatine fluide modifiée partiellement hydrolysée et succinylée,2026,2,2026-02,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Quasym L.P., gélule à libération modifiée – [méthylphénidate]",2023-12-13,2026-02-26,2026-02-26,2026-02-26,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/quasym-l-p-gelule-a-liberation-modifiee-methylphenidate,méthylphénidate,"Quasym L.P., gélule à libération modifiée",méthylphénidate,2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Hydrocortisone Substipharm 100 mg, lyophilisat (flacon) et solution pour usage parentéral – [hydrocortisone (hydrogénosuccinate d')]",2026-02-25,,2024-04-11,,Tension d'approvisionnement,Médicaments,Endocrinologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/hydrocortisone-substipharm-100-mg-lyophilisat-flacon-et-solution-pour-usage-parenteral-hydrocortisone-hydrogenosuccinate-d,hydrocortisone (hydrogénosuccinate d'),"Hydrocortisone Substipharm 100 mg, lyophilisat (flacon) et solution pour usage parentéral",hydrocortisone,2024,4,2024-04,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
